Evolutions from Croagunk (out of approximately 12000):
Pokémon      | Count | Percentage
----------------------------
Hitmonchan   | 306 |   2.55%
Primeape     | 303 |   2.53%
Mienshao     | 289 |   2.41%
Hitmontop    | 282 |   2.35%
Hitmonlee    | 278 |   2.32%
Machamp      | 272 |   2.27%
Sawk         | 271 |   2.26%
Arbok        | 262 |   2.18%
Sirfetchâ€™d | 251 |   2.09%
Throh        | 237 |   1.98%
Conkeldurr   | 231 |   1.93%
Falinks      | 225 |   1.88%
Hariyama     | 216 |   1.80%
Passimian    | 214 |   1.78%
Grapploct    | 210 |   1.75%
Taurosp      | 203 |   1.69%
Lucario      | 202 |   1.68%
Annihilape   | 201 |   1.68%
Swalot       | 198 |   1.65%
Weezing      | 198 |   1.65%
Garbodor     | 194 |   1.62%
Seviper      | 188 |   1.57%
Blaziken     | 179 |   1.49%
Emboar       | 175 |   1.46%
Scrafty      | 174 |   1.45%
Gallade      | 174 |   1.45%
Chesnaught   | 170 |   1.42%
Muk          | 165 |   1.38%
Decidueyeh   | 158 |   1.32%
Infernape    | 154 |   1.28%
Crobat       | 154 |   1.28%
Medichamm    | 153 |   1.27%
Pangoro      | 147 |   1.23%
Flamigo      | 146 |   1.22%
Sneasler     | 145 |   1.21%
Crabminble   | 144 |   1.20%
Muka         | 141 |   1.18%
Gengar       | 140 |   1.17%
Dragalge     | 139 |   1.16%
Nidoqueen    | 138 |   1.15%
Salazzle     | 137 |   1.14%
Lilliganth   | 135 |   1.12%
Overqwil     | 132 |   1.10%
Quaquaval    | 132 |   1.10%
Slowkingg    | 130 |   1.08%
Roserade     | 130 |   1.08%
Revavroom    | 128 |   1.07%
Hawlucha     | 128 |   1.07%
Skuntank     | 127 |   1.06%
Taurospf     | 126 |   1.05%
Breloom      | 125 |   1.04%
Poliwrath    | 124 |   1.03%
Venomoth     | 123 |   1.03%
Scolipede    | 123 |   1.03%
Nidoking     | 123 |   1.03%
Tentacruel   | 122 |   1.02%
Golbat       | 121 |   1.01%
Amoonguss    | 118 |   0.98%
Taurospw     | 118 |   0.98%
Pawmot       | 115 |   0.96%
Weezingg     | 114 |   0.95%
Drapion      | 113 |   0.94%
Victreebel   | 112 |   0.93%
Glimmora     | 112 |   0.93%
Toxtricity   | 109 |   0.91%
Slowbrog     | 108 |   0.90%
Toxtricitl   | 103 |   0.86%
Grafaiai     | 102 |   0.85%
Heracross    | 100 |   0.83%
Toxapex      |  99 |   0.83%
Beedrillm    |  99 |   0.83%
Venusaur     |  99 |   0.83%
Vileplume    |  94 |   0.78%
Bewear       |  92 |   0.77%
----------------------------
TOTAL        | 12000 | 100.00%

